4035.43	537.494	5147.54
4035.43	537.472	5149.54
4035.43	537.451	5150.54
4035.44	537.429	5151.54
4035.44	537.407	5152.54
4035.43	537.386	5153.55
4035.43	537.369	5153.55
4035.42	537.352	5154.56
4035.42	537.335	5155.56
4035.43	537.318	5156.56
4035.43	537.302	5158.55
4035.45	537.287	5160.55
4035.46	537.273	5162.54
4035.47	537.26	5164.53
4035.48	537.25	5166.52
4035.49	537.241	5167.51
4035.5	537.231	5167.51
4035.5	537.217	5168.51
4035.51	537.199	5168.51
4035.5	537.179	5168.51
4035.5	537.155	5169.52
4035.5	537.128	5171.52
4035.49	537.098	5172.53
4035.49	537.069	5174.53
4035.49	537.042	5174.54
4035.49	537.017	5174.54
4035.48	536.993	5175.55
4035.48	536.97	5176.55
4035.48	536.945	5177.55
4035.49	536.918	5177.55
4035.49	536.893	5179.55
4035.5	536.87	5179.55
4035.5	536.846	5180.55
4035.51	536.822	5181.55
4035.52	536.798	5181.54
4035.53	536.775	5182.54
4035.54	536.752	5183.53
4035.55	536.73	5184.53
4035.56	536.707	5184.52
4035.57	536.684	5185.51
4035.58	536.661	5185.51
4035.58	536.64	5186.5
4035.59	536.62	5186.5
4035.6	536.6	5187.49
4035.61	536.582	5187.49
4035.62	536.564	5187.48
4035.64	536.547	5186.47
4035.66	536.533	5188.46
4035.67	536.52	5188.44
4035.69	536.508	5189.43
4035.71	536.496	5190.42
4035.72	536.484	5190.4
4035.74	536.471	5191.39
4035.75	536.457	5192.38
4035.77	536.444	5192.37
4035.78	536.429	5193.37
4035.78	536.412	5194.36
4035.79	536.394	5195.36
4035.79	536.374	5196.36
4035.79	536.354	5196.37
4035.78	536.334	5197.37
4035.77	536.313	5198.39
4035.76	536.29	5198.4
4035.75	536.263	5198.41
4035.74	536.234	5198.42
4035.74	536.205	5199.42
4035.74	536.175	5199.43
4035.74	536.146	5199.43
4035.75	536.12	5199.43
4035.75	536.098	5199.42
4035.77	536.076	5199.41
4035.79	536.054	5200.4
4035.8	536.03	5201.39
4035.82	536.004	5202.38
4035.84	535.977	5203.36
4035.86	535.949	5204.35
4035.89	535.923	5206.33
4035.91	535.895	5208.31
4035.94	535.867	5210.29
4035.97	535.838	5213.27
4035.99	535.809	5214.26
4036.02	535.781	5215.24
4036.04	535.755	5216.22
4036.06	535.73	5216.21
4036.08	535.706	5217.19
4036.1	535.682	5217.18
4036.11	535.659	5216.17
4036.13	535.637	5215.16
4036.14	535.614	5215.15
4036.15	535.587	5214.15
4036.16	535.557	5214.14
4036.17	535.528	5213.14
4036.18	535.501	5213.13
4036.19	535.475	5214.13
4036.19	535.449	5215.13
4036.19	535.425	5216.14
4036.19	535.408	5217.14
4036.18	535.392	5218.14
4036.18	535.374	5219.15
4036.18	535.356	5219.15
4036.18	535.339	5220.15
4036.18	535.323	5221.15
4036.18	535.308	5221.16
4036.18	535.294	5221.16
4036.18	535.281	5222.16
4036.19	535.267	5222.16
4036.19	535.253	5222.16
4036.19	535.239	5223.16
4036.18	535.226	5222.16
4036.18	535.212	5222.17
4036.18	535.199	5222.17
4036.18	535.186	5221.17
4036.17	535.173	5220.18
4036.17	535.163	5219.18
4036.17	535.155	5218.18
4036.17	535.149	5218.19
4036.16	535.145	5218.19
4036.16	535.143	5218.19
4036.16	535.143	5218.19
4036.16	535.144	5218.19
4036.16	535.146	5218.19
4036.15	535.146	5218.2
4036.15	535.146	5218.2
4036.15	535.144	5218.2
4036.15	535.142	5218.2
4036.15	535.141	5218.2
4036.16	535.141	5218.2
4036.16	535.142	5218.2
4036.16	535.142	5218.2
4036.16	535.142	5218.2
4036.15	535.142	5218.2
